Unnamed: 0,Latitude,Longitude,School Name,School Address,School Rating,zipcode
112,30.3375,-97.742008,Gullett Elementary School,"6310 Treadwell Boulevard, Austin, TX  78757",10.0,78748
114,30.421674,-97.758291,Kathy Caraway Elementary School,"11104 Oak View Drive, Austin, TX  78759",8.0,78738
115,30.079349,-97.751428,Creedmoor Elementary School,"5604 Farm to Market Road 1327, Austin, TX  78747",3.0,78746
116,30.236226000000002,-97.76074399999999,Dawson Elementary School,"3001 South 1st Street, Austin, TX  78704",6.0,78738
118,30.427832000000002,-97.892225,Grandview Hills Elementary School,"12024 Vista Parke Drive, Austin, TX  78726",6.0,78758
119,30.465384999999998,-97.57164399999999,Riojas Elementary School,"3400 Crispin Hall Lane, Pflugerville, TX  78660",7.0,78749
120,30.176059000000002,-97.839972,Kocurek Elementary School,"9800 Curlew Drive, Austin, TX  78748",4.0,78750
122,30.539524,-97.718911,Cactus Ranch Elementary School,"2901 Goldenoak Circle, Round Rock, TX  78681",10.0,78660
123,30.321479999999998,-97.786464,Highland Park Elementary School,"4900 Fairview Drive, Austin, TX  78731",9.0,78704
124,30.392491999999997,-97.80279,Laurel Mountain Elementary School,"10111 D-K Ranch Road, Austin, TX  78759",10.0,78748
125,30.417733000000002,-97.66532600000001,Ruth Barron Elementary School,"14850 Harris Ridge Boulevard, Pflugerville, TX  78660",6.0,78734
127,30.458595000000003,-97.570808,Riojas Elementary School,"3400 Crispin Hall Lane, Pflugerville, TX  78660",7.0,78749
128,30.375583000000002,-97.69379,Mcbee Elementary School,"1101 West Braker Lane, Austin, TX  78758",7.0,78753
129,30.25122,-97.556973,Oak Meadows Elementary School,"5600 Decker Creek Cove, Manor, TX  78653",2.0,78664
131,30.387624,-97.68941600000001,Mcbee Elementary School,"1101 West Braker Lane, Austin, TX  78758",7.0,78756
133,30.347444,-97.99083,Bee Cave Elementary School,"3322 Ranch Road 620 South, Austin, TX  78738",8.0,78758
134,30.328033,-97.69515200000001,Pickle Elementary School,"1101 Wheatley Avenue, Austin, TX  78752",2.0,78724
135,30.314663,-97.69848,Harris Elementary School,"1711 Wheless Lane, Austin, TX  78723",4.0,78734
136,30.119864,-97.818382,Menchaca Elementary School,"12120 Manchaca Rd, Austin, TX 78748",5.0,78734
138,30.474712,-97.57542600000001,Riojas Elementary School,"3400 Crispin Hall Lane, Pflugerville, TX  78660",7.0,78749
139,30.336403999999998,-97.764175,Highland Park Elementary School,"4900 Fairview Drive, Austin, TX  78731",9.0,78641
140,30.346496000000002,-97.727407,Brentwood Elementary School,"6700 Arroyo Seco, Austin, TX  78757",7.0,78660
143,30.264615999999997,-97.865864,Oak Hill Elementary School,"6101 Patton Ranch Road, Austin, TX  78735",6.0,78759
145,30.063737,-97.560917,Cedar Creek Elementary School,"5582 Farm to Market Road 535, Cedar Creek, TX  78612",6.0,78664
146,30.274126000000003,-97.47519100000001,Blake Manor Elementary School,"18010 Blake Manor Road, Manor, TX  78653",4.0,78749
147,30.216765999999996,-97.899739,Mills Elementary School,"6201 Davis Lane, Austin, TX  78749",9.0,78734
148,30.172783000000003,-97.688677,Smith Elementary School,"4209 Smith School Road, Austin, TX  78744",5.0,78758
150,30.125542,-97.738536,Blazier Elementary School,"8601 Nuckols Crossing Road, Austin, TX  78744",7.0,78738
151,30.368758000000003,-97.697767,Guerrero Thompson,"102 E Rundberg Ln, Austin, TX 78753",7.0,78753
153,30.232882,-97.69878800000001,Allison Elementary School,"515 Vargas Road, Austin, TX  78741",7.0,78748
154,30.179149,-97.845897,Kocurek Elementary School,"9800 Curlew Drive, Austin, TX  78748",4.0,78749
155,30.207539,-97.47977,Oak Meadows Elementary School,"5600 Decker Creek Cove, Manor, TX  78653",2.0,78759
156,30.494378,-97.760304,Elsa England Elementary School,"8801 Pearson Ranch Road, Austin, TX  78717",10.0,78641
157,30.233940999999998,-97.891758,Mills Elementary School,"6201 Davis Lane, Austin, TX  78749",9.0,78613
158,30.382820000000002,-97.710188,Cook Elementary School,"1511 Cripple Creek Drive, Austin, TX  78758",5.0,78704
159,30.177658,-97.80960300000001,Casey Elementary School,"9400 Texas Oaks Drive, Austin, TX  78748",4.0,78738
160,30.182888000000002,-97.857569,Kocurek Elementary School,"9800 Curlew Drive, Austin, TX  78748",4.0,78738
161,30.313603999999998,-97.931221,Lakeway Elementary School,"3322 Ranch Road 620 South, Austin, TX  78738",9.0,78641
162,30.440601,-97.706142,Wells Branch Elementary School,"14650 Merrilltown Drive, Austin, TX  78728",4.0,78745
164,30.416598999999998,-97.734563,Davis Elementary School,"5214 Duval Road, Austin, TX  78727",6.0,78734
166,30.231135,-97.783301,Joslin Elementary School,"4500 Manchaca Road, Austin, TX  78745",4.0,78734
167,30.489015999999996,-97.60589499999999,Dearing Elementary School,"4301 Gattis School Rd, Pflugerville, TX 78660",5.0,78738
168,30.222107,-97.787182,Joslin Elementary School,"4500 Manchaca Road, Austin, TX  78745",4.0,78753
171,30.309408,-97.514248,Blake Manor Elementary School,"18010 Blake Manor Road, Manor, TX  78653",4.0,78660
172,30.160391999999998,-97.854178,Baranoff Elementary School,"12009 Buckingham Gate Road, Austin, TX  78748",9.0,78749
173,30.155723,-97.871613,Baranoff Elementary School,"12009 Buckingham Gate Road, Austin, TX  78748",9.0,78738
179,30.283358000000003,-97.470402,Blake Manor Elementary School,"18010 Blake Manor Road, Manor, TX  78653",4.0,78756
180,30.222471000000002,-97.861467,Oak Hill Elementary School,"6101 Patton Ranch Road, Austin, TX  78735",6.0,78752
181,29.994435,-97.817311,Susie Fuentes Elementary School,"901 Goforth Road, Kyle, TX  78640",4.0,78703
182,30.167657000000002,-97.841474,Kocurek Elementary School,"9800 Curlew Drive, Austin, TX  78748",4.0,78748
183,30.463773,-97.582359,Murchison Elementary School,"2215 Kelly Lane, Pflugerville, TX  78660",8.0,78734
185,30.351706,-97.86869,Laura Welch Bush Elementary School,"12600 Country Trails Lane, Austin, TX  78732",10.0,78750
187,30.412427,-97.487085,Shadowglen Elementary School,"12000 Shadowglen Trace, Manor, TX 78653",5.0,78749
188,30.205857,-97.993837,Baldwin Elementary School,"12200 Meridian Park Boulevard, Austin, TX  78739",8.0,78734
189,30.293916999999997,-97.72242299999999,Lee Elementary School,"3308 Hampton Road, Austin, TX  78705",8.0,78759
190,30.102453000000004,-97.715634,Creedmoor Elementary School,"5604 Farm to Market Road 1327, Austin, TX  78747",3.0,78749
192,30.331093,-97.984181,Bee Cave Elementary School,"3322 Ranch Road 620 South, Austin, TX  78738",8.0,78613
194,30.211595000000003,-97.884089,Mills Elementary School,"6201 Davis Lane, Austin, TX  78749",9.0,78749
195,30.434277,-97.813068,Canyon Creek Elementary School,"10210 Ember Glen Drive, Austin, TX  78726",10.0,78660
199,30.225635999999998,-97.930387,Clayton Elementary School,"7525 La Crosse Avenue, Austin, TX  78739",10.0,78664
202,30.162734999999998,-97.830184,Kocurek Elementary School,"9800 Curlew Drive, Austin, TX  78748",4.0,78749
203,30.275142,-97.687216,Sims Elementary School,"1203 Springdale Road, Austin, TX  78721",3.0,78734
204,30.472371000000003,-97.635489,Windermere Elementary School,"1101 Picadilly Drive, Pflugerville, TX  78660",7.0,78749
205,30.301989000000003,-97.889661,Barton Creek Elementary School,"1370 Patterson Road, Austin, TX  78733",10.0,78729
206,30.248169,-97.92741099999999,Clayton Elementary School,"7525 La Crosse Avenue, Austin, TX  78739",10.0,78749
207,30.126537,-97.595949,Popham Elementary School,"7014 Elroy Road, Austin, TX  78617",3.0,78613
208,30.345993,-97.98405600000001,Bee Cave Elementary School,"3322 Ranch Road 620 South, Austin, TX  78738",8.0,78734
209,30.073727,-97.641486,Creedmoor Elementary School,"5604 Farm to Market Road 1327, Austin, TX  78747",3.0,78738
211,30.409537,-97.778461,Laurel Mountain Elementary School,"10111 D-K Ranch Road, Austin, TX  78759",10.0,78734
212,30.367713000000002,-97.946765,Lago Vista Elementary School,"20311 Dawn Dr, Lago Vista, TX 78645",7.0,78756
213,30.41307,-97.734227,Davis Elementary School,"5214 Duval Road, Austin, TX  78727",6.0,78703
215,30.257982000000002,-97.564298,Oak Meadows Elementary School,"5600 Decker Creek Cove, Manor, TX  78653",2.0,78750
217,30.204762,-97.849337,Boone Elementary School,"8101 Croftwood Drive, Austin, TX  78749",8.0,78750
218,30.302388,-97.486288,Blake Manor Elementary School,"18010 Blake Manor Road, Manor, TX  78653",4.0,78749
220,30.281806,-97.509946,Blake Manor Elementary School,"18010 Blake Manor Road, Manor, TX  78653",4.0,78613
221,30.292588000000002,-97.688935,Sims Elementary School,"1203 Springdale Road, Austin, TX  78721",3.0,78748
222,30.39459,-97.803899,Laurel Mountain Elementary School,"10111 D-K Ranch Road, Austin, TX  78759",10.0,78704
223,30.308927,-97.89546999999999,Barton Creek Elementary School,"1370 Patterson Road, Austin, TX  78733",10.0,78753
224,30.497203000000003,-97.893085,Westside Elementary School,"300 Ryan Jordan Lane, Cedar Park, TX  78613",8.0,78664
226,30.322246000000003,-97.543391,Blake Manor Elementary School,"18010 Blake Manor Road, Manor, TX  78653",4.0,78752
229,30.439951,-97.635437,Springhill Elementary School,"600 South Heatherwilde Boulevard, Pflugerville, TX  78660",5.0,78753
231,30.22624,-97.630832,Govalle Elementary School,"3601 Del Valle Street, Austin, TX  78617",1.0,78704
232,30.360134000000002,-97.63848,Pioneer Crossing Elementary School,"11300 Samsung Boulevard, Austin, TX  78754",6.0,78613
233,30.297615000000004,-97.76510999999999,Casis Elementary School,"2710 Exposition Boulevard, Austin, TX  78703",10.0,78752
234,30.470705,-97.778021,Forest North Elementary School,"13414 Broadmeade Avenue, Austin, TX  78729",5.0,78613
235,30.122444,-97.83040600000001,Menchaca Elementary School,"12120 Manchaca Rd, Austin, TX 78748",5.0,78750
236,30.326024,-97.76508199999999,Highland Park Elementary School,"4900 Fairview Drive, Austin, TX  78731",9.0,78738
237,30.142666,-97.598715,Del Valle Elementary School,"5400 Ross Road, Travis County, TX  78617",3.0,78734
242,30.545721,-97.80662,Block House Creek Elementary School,"401 Creek Run Drive, Leander, TX  78641",7.0,78613
245,30.129177000000002,-97.646425,Popham Elementary School,"7014 Elroy Road, Austin, TX  78617",3.0,78759
246,30.298609000000003,-97.482155,Blake Manor Elementary School,"18010 Blake Manor Road, Manor, TX  78653",4.0,78681
248,30.165527,-97.766492,Perez Elementary School,"7500 South Pleasant Valley Road, Austin, TX  78744",4.0,78750
249,30.355006,-97.889229,Laura Welch Bush Elementary School,"12600 Country Trails Lane, Austin, TX  78732",10.0,78748
251,30.410545000000003,-97.936304,Lago Vista Elementary School,"20311 Dawn Dr, Lago Vista, TX 78645",7.0,78660
252,30.473703000000004,-97.65520500000001,Caldwell Elementary School,"1718 Picadilly Drive, Round Rock, TX  78664",6.0,78749
253,30.360740000000003,-97.734999,Pillow Elementary School,"3025 Crosscreek Drive, Austin, TX  78757",4.0,78613
255,30.343259999999997,-97.998592,Bee Cave Elementary School,"3322 Ranch Road 620 South, Austin, TX  78738",8.0,78681
256,30.245106,-97.558013,Oak Meadows Elementary School,"5600 Decker Creek Cove, Manor, TX  78653",2.0,78734
257,30.304101,-97.688652,Blanton Elementary School,"5408 Westminster Drive, Austin, TX  78723",5.0,78729
258,30.405196999999998,-97.924198,Lago Vista Elementary School,"20311 Dawn Dr, Lago Vista, TX 78645",7.0,78745
259,30.340076,-97.81320699999999,Bridge Point El,"6401 Cedar Street, Austin, TX  78746",10.0,78756
260,30.234128000000002,-97.58546700000001,Joseph Gilbert Elementary School,"5412 Gilbert Road, Austin, TX  78724",4.0,78745
261,30.228638,-97.954872,Baldwin Elementary School,"12200 Meridian Park Boulevard, Austin, TX  78739",8.0,78749
262,30.136722999999996,-97.661962,Popham Elementary School,"7014 Elroy Road, Austin, TX  78617",3.0,78749
263,30.519695000000002,-97.712518,Fern Bluff Elementary School,"17815 Park Valley Drive, Round Rock, TX  78681",10.0,78664
264,30.138170000000002,-97.553373,Del Valle Opportunity Center,"5301 Ross Rd, Del Valle, TX 78617",4.0,78641
265,30.291210999999997,-97.89989,Barton Creek Elementary School,"1370 Patterson Road, Austin, TX  78733",10.0,78749
267,30.115178999999998,-97.67404,Creedmoor Elementary School,"5604 Farm to Market Road 1327, Austin, TX  78747",3.0,78653
268,30.416286,-97.691808,River Oaks Elementary School,"12401 Scofield Farms Drive, Austin, TX  78758",5.0,78759
269,30.474403999999996,-97.566496,Rowe Lane Elementary School,"3112 Speidel Drive, Pflugerville, TX  78660",9.0,78753
270,30.114086,-97.704758,Creedmoor Elementary School,"5604 Farm to Market Road 1327, Austin, TX  78747",3.0,78748
271,30.406867,-97.629768,Dessau Elementary School,"1501 Dessau Ridge Lane, Austin, TX  78754",5.0,78734
274,30.281308000000003,-97.935216,Barton Creek Elementary School,"1370 Patterson Road, Austin, TX  78733",10.0,78664
275,30.136692,-97.5809,Del Valle Opportunity Center,"5301 Ross Rd, Del Valle, TX 78617",4.0,78750
276,30.302260999999998,-97.47865999999999,Blake Manor Elementary School,"18010 Blake Manor Road, Manor, TX  78653",4.0,78734
279,30.326277,-97.772784,Highland Park Elementary School,"4900 Fairview Drive, Austin, TX  78731",9.0,78617
281,30.435939,-97.872681,Grandview Hills Elementary School,"12024 Vista Parke Drive, Austin, TX  78726",6.0,78750
282,30.440137,-97.650887,Springhill Elementary School,"600 South Heatherwilde Boulevard, Pflugerville, TX  78660",5.0,78613
284,30.364311999999998,-97.96984599999999,Lago Vista Elementary School,"20311 Dawn Dr, Lago Vista, TX 78645",7.0,78758
285,30.317849,-97.814495,Valley View Elementary School,"360 Loop Court, Austin, TX  78746",9.0,78750
287,30.359994,-97.992013,Bee Cave Elementary School,"3322 Ranch Road 620 South, Austin, TX  78738",8.0,78613
288,30.471391999999998,-97.854977,Deer Creek Elementary School,"2420 Zeppelin Drive, Cedar Park, TX  78613",9.0,78681
289,30.152984999999997,-97.737266,Palm Elementary School,"7601 Dixie Drive, Austin, TX  78744",6.0,78660
290,30.200303,-97.78921,Odom Elementary School,"1010 Turtle Creek Boulevard, Austin, TX  78745",6.0,78704
293,30.416983000000002,-97.73403,Davis Elementary School,"5214 Duval Road, Austin, TX  78727",6.0,78749
294,30.295745,-97.775631,Casis Elementary School,"2710 Exposition Boulevard, Austin, TX  78703",10.0,78613
295,30.446105,-97.586851,Murchison Elementary School,"2215 Kelly Lane, Pflugerville, TX  78660",8.0,78640
297,30.443584,-97.612688,Brookhollow Elementary School,"1200 North Railroad Avenue, Pflugerville, TX  78660",5.0,78748
298,30.425743,-97.69421700000001,Parmer Lane Elementary School,"1806 Parmer Lane, Austin, TX  78727",7.0,78753
299,30.294525,-97.496573,Blake Manor Elementary School,"18010 Blake Manor Road, Manor, TX  78653",4.0,78734
302,30.352557,-97.83920400000001,Bridge Point El,"6401 Cedar Street, Austin, TX  78746",10.0,78640
303,30.166911,-97.59374100000001,Del Valle Opportunity Center,"5301 Ross Rd, Del Valle, TX 78617",4.0,78745
304,30.488239,-97.601437,Dearing Elementary School,"4301 Gattis School Rd, Pflugerville, TX 78660",5.0,78745
306,30.42091,-97.856516,Grandview Hills Elementary School,"12024 Vista Parke Drive, Austin, TX  78726",6.0,78734
307,30.24403,-97.724396,Metz Elementary School,"84 Robert Martinez Junior Street, Austin, TX  78702",3.0,78640
308,30.335921999999997,-97.746832,Gullett Elementary School,"6310 Treadwell Boulevard, Austin, TX  78757",10.0,78759
309,30.42455,-97.709114,Parmer Lane Elementary School,"1806 Parmer Lane, Austin, TX  78727",7.0,78749
310,30.267852,-97.71781800000001,Blackshear Elementary School,"1712 East 11th Street, Austin, TX  78702",8.0,78704
311,30.221901000000003,-97.816797,Sunset Valley Elementary School,"3000 Jones Road, Sunset Valley, TX  78745",5.0,78681
312,30.269012,-97.881214,Barton Creek Elementary School,"1370 Patterson Road, Austin, TX  78733",10.0,78738
313,30.378615000000003,-97.693074,Mcbee Elementary School,"1101 West Braker Lane, Austin, TX  78758",7.0,78617
314,30.356461,-97.52299000000001,Presidential Meadows Elementary School,"13252 George Bush Street, Manor, TX  78653",2.0,78664
315,30.214271000000004,-97.90845999999999,Clayton Elementary School,"7525 La Crosse Avenue, Austin, TX  78739",10.0,78729
317,30.469554,-97.776022,Forest North Elementary School,"13414 Broadmeade Avenue, Austin, TX  78729",5.0,78749
318,30.39035,-97.520613,Shadowglen Elementary School,"12000 Shadowglen Trace, Manor, TX 78653",5.0,78724
319,30.298871000000002,-97.819518,Valley View Elementary School,"360 Loop Court, Austin, TX  78746",9.0,78613
321,30.092165,-97.67553000000001,Creedmoor Elementary School,"5604 Farm to Market Road 1327, Austin, TX  78747",3.0,78759
322,30.202779999999997,-97.845895,Boone Elementary School,"8101 Croftwood Drive, Austin, TX  78749",8.0,78749
323,30.303887,-97.775299,Casis Elementary School,"2710 Exposition Boulevard, Austin, TX  78703",10.0,78756
324,30.527165000000004,-97.701583,Old Town Elementary School,"2200 Chaparral Drive, Round Rock, TX  78681",7.0,78734
325,30.369634,-98.007515,Lago Vista Elementary School,"20311 Dawn Dr, Lago Vista, TX 78645",7.0,78640
326,30.220106,-97.857752,Patton Elementary School,"6001 Westcreek Drive, Austin, TX  78749",6.0,78748
327,30.501514,-97.573815,Dearing Elementary School,"4301 Gattis School Rd, Pflugerville, TX 78660",5.0,78750
328,30.189548,-97.842977,Cowan Elementary School,"2817 Kentish Drive, Austin, TX  78748",9.0,78613
330,30.367481,-97.518058,Presidential Meadows Elementary School,"13252 George Bush Street, Manor, TX  78653",2.0,78664
331,30.359756,-97.698465,Barrington Elementary School,"400 Cooper Drive, Austin, TX  78753",4.0,78612
332,30.454033000000003,-97.646783,Springhill Elementary School,"600 South Heatherwilde Boulevard, Pflugerville, TX  78660",5.0,78660
336,30.318589000000003,-97.78757900000001,Casis Elementary School,"2710 Exposition Boulevard, Austin, TX  78703",10.0,78734
343,30.364534000000003,-97.967053,Lago Vista Elementary School,"20311 Dawn Dr, Lago Vista, TX 78645",7.0,78734
344,30.477766,-97.54690699999999,Rowe Lane Elementary School,"3112 Speidel Drive, Pflugerville, TX  78660",9.0,78753
345,30.426126,-97.92181500000001,Lago Vista Elementary School,"20311 Dawn Dr, Lago Vista, TX 78645",7.0,78750
346,30.156553999999996,-97.738811,Palm Elementary School,"7601 Dixie Drive, Austin, TX  78744",6.0,78759
347,30.429915,-97.826324,Canyon Creek Elementary School,"10210 Ember Glen Drive, Austin, TX  78726",10.0,78664
349,30.468736,-97.78412900000001,Forest North Elementary School,"13414 Broadmeade Avenue, Austin, TX  78729",5.0,78704
350,30.157678999999998,-97.864923,Baranoff Elementary School,"12009 Buckingham Gate Road, Austin, TX  78748",9.0,78620
351,30.299334,-97.884137,Barton Creek Elementary School,"1370 Patterson Road, Austin, TX  78733",10.0,78641
352,30.172525,-97.862103,Baranoff Elementary School,"12009 Buckingham Gate Road, Austin, TX  78748",9.0,78703
353,30.245459999999998,-97.551099,Oak Meadows Elementary School,"5600 Decker Creek Cove, Manor, TX  78653",2.0,78704
354,30.037058000000002,-97.81558199999999,Ralph Pfluger Elementary School,"4951 Marsh Lane, Buda, TX  78610",7.0,78745
356,30.317059999999998,-97.697222,Harris Elementary School,"1711 Wheless Lane, Austin, TX  78723",4.0,78748
358,30.243021999999996,-98.003578,Dripping Springs Elementary School,"29400 Ranch Rd 12, Dripping Springs, TX 78620",7.0,78738
359,30.191640999999997,-97.98683100000001,Baldwin Elementary School,"12200 Meridian Park Boulevard, Austin, TX  78739",8.0,78749
361,30.274653999999998,-97.79195899999999,Cedar Creek Elementary School,"3301 Pinnacle Road, Austin, TX  78746",9.0,78664
362,30.282756,-97.480029,Blake Manor Elementary School,"18010 Blake Manor Road, Manor, TX  78653",4.0,78704
364,30.376223,-97.801902,Bridge Point El,"6401 Cedar Street, Austin, TX  78746",10.0,78748
367,30.130445,-97.837241,Menchaca Elementary School,"12120 Manchaca Rd, Austin, TX 78748",5.0,78750
368,30.336969,-97.905108,River Ridge Elementary School,"12900 Tierra Grande Trail, Austin, TX  78732",10.0,78704
369,30.361317,-97.548144,Shadowglen Elementary School,"12000 Shadowglen Trace, Manor, TX 78653",5.0,78729
371,30.328665,-97.99470699999999,Bee Cave Elementary School,"3322 Ranch Road 620 South, Austin, TX  78738",8.0,78620
372,30.357248,-97.540998,Shadowglen Elementary School,"12000 Shadowglen Trace, Manor, TX 78653",5.0,78750
373,30.486226000000002,-97.781982,Rutledge Elementary School,"11501 Staked Plains Drive, Austin, TX  78717",9.0,78681
374,30.122384999999998,-97.597323,Popham Elementary School,"7014 Elroy Road, Austin, TX  78617",3.0,78738
375,30.347787,-97.874038,Laura Welch Bush Elementary School,"12600 Country Trails Lane, Austin, TX  78732",10.0,78749
376,30.219692,-97.770464,St Elmo El,"600 West Saint Elmo Road, Austin, TX  78745",6.0,78756
377,30.393779,-97.77302900000001,Laurel Mountain Elementary School,"10111 D-K Ranch Road, Austin, TX  78759",10.0,78750
378,30.352373999999998,-97.753169,Doss Elementary School,"7005 Northledge Drive, Austin, TX  78731",9.0,78613
379,30.276442,-97.686864,Sims Elementary School,"1203 Springdale Road, Austin, TX  78721",3.0,78734
380,30.513690999999998,-97.81925,Charlotte Cox Elementary School,"1001 Brushy Creek Road, Cedar Park, TX  78613",7.0,78734
381,30.393310999999997,-97.80611,Laurel Mountain Elementary School,"10111 D-K Ranch Road, Austin, TX  78759",10.0,78738
382,30.223126,-97.627955,Govalle Elementary School,"3601 Del Valle Street, Austin, TX  78617",1.0,78734
383,30.220748999999998,-97.737364,Linder Elementary School,"2800 Metcalfe Road, Austin, TX  78741",3.0,78634
384,30.490653000000002,-97.650415,Gattis Elementary School,"2920 Round Rock Ranch Boulevard, Round Rock, TX  78665",7.0,78729
386,30.456595,-97.630912,Brookhollow Elementary School,"1200 North Railroad Avenue, Pflugerville, TX  78660",5.0,78750
387,30.395453000000003,-97.77805500000001,Laurel Mountain Elementary School,"10111 D-K Ranch Road, Austin, TX  78759",10.0,78704
389,30.465624,-97.648014,Windermere Primary School,"429 Grand Ave Pkwy, Pflugerville, TX 78660",4.0,78660
390,30.519607,-97.844708,Lois F Giddens Elementary School,"1500 Timberwood Drive, Cedar Park, TX  78613",4.0,78738
391,30.245887,-97.559213,Oak Meadows Elementary School,"5600 Decker Creek Cove, Manor, TX  78653",2.0,78758
392,30.354492999999998,-97.52933,Presidential Meadows Elementary School,"13252 George Bush Street, Manor, TX  78653",2.0,78759
393,30.307396,-97.640141,Overton Elementary School,"7201 Colony Loop Drive, Austin, TX  78724",4.0,78660
396,30.30165,-97.87280799999999,Barton Creek Elementary School,"1370 Patterson Road, Austin, TX  78733",10.0,78753
397,30.165515000000003,-97.593905,Del Valle Opportunity Center,"5301 Ross Rd, Del Valle, TX 78617",4.0,78664
398,30.371392999999998,-97.712221,Wooldridge Elementary School,"1412 Norseman Terrace, Austin, TX  78758",5.0,78758
399,30.097534000000003,-97.66171999999999,Creedmoor Elementary School,"5604 Farm to Market Road 1327, Austin, TX  78747",3.0,78660
400,30.411259,-97.921945,Lago Vista Elementary School,"20311 Dawn Dr, Lago Vista, TX 78645",7.0,78750
402,30.403926000000002,-97.956251,Lago Vista Elementary School,"20311 Dawn Dr, Lago Vista, TX 78645",7.0,78749
403,30.368493,-97.895531,Laura Welch Bush Elementary School,"12600 Country Trails Lane, Austin, TX  78732",10.0,78748
404,30.355003000000004,-97.739642,Gullett Elementary School,"6310 Treadwell Boulevard, Austin, TX  78757",10.0,78756
405,30.449588000000002,-97.777683,Live Oak Elementary School,"8607 Anderson Mill Road, Austin, TX  78729",6.0,78734
406,30.425841,-97.70942,Parmer Lane Elementary School,"1806 Parmer Lane, Austin, TX  78727",7.0,78621
407,30.239676,-97.893721,Oak Hill Elementary School,"6101 Patton Ranch Road, Austin, TX  78735",6.0,78729
408,30.285747999999998,-97.510038,Blake Manor Elementary School,"18010 Blake Manor Road, Manor, TX  78653",4.0,78617
409,30.447004999999997,-97.780212,Live Oak Elementary School,"8607 Anderson Mill Road, Austin, TX  78729",6.0,78753
411,30.284588,-97.886686,Barton Creek Elementary School,"1370 Patterson Road, Austin, TX  78733",10.0,78734
412,30.31069,-97.74663000000001,Bryker Woods Elementary School,"3309 Kerbey Lane, Austin, TX  78703",9.0,78748
413,30.258988000000002,-97.913106,Oak Hill Elementary School,"6101 Patton Ranch Road, Austin, TX  78735",6.0,78703
414,30.301538,-97.52250699999999,Blake Manor Elementary School,"18010 Blake Manor Road, Manor, TX  78653",4.0,78753
415,30.348409000000004,-97.856336,Steiner Ranch Elementary School,"4001 North Quinlan Park Road, Austin, TX  78732",9.0,78745
419,30.213903000000002,-97.923649,Clayton Elementary School,"7525 La Crosse Avenue, Austin, TX  78739",10.0,78745
420,30.145808000000002,-97.81976,Menchaca Elementary School,"12120 Manchaca Rd, Austin, TX 78748",5.0,78660
421,30.442597999999997,-97.757776,Jollyville Elementary School,"6720 Corpus Christi Drive, Austin, TX  78729",6.0,78664
422,30.272583,-97.718949,Blackshear Elementary School,"1712 East 11th Street, Austin, TX  78702",8.0,78758
423,30.3433,-97.5407,Presidential Meadows Elementary School,"13252 George Bush Street, Manor, TX  78653",2.0,78750
425,30.254194000000002,-97.904531,Oak Hill Elementary School,"6101 Patton Ranch Road, Austin, TX  78735",6.0,78641
426,30.195273999999998,-97.792332,Odom Elementary School,"1010 Turtle Creek Boulevard, Austin, TX  78745",6.0,78612
427,30.429053999999997,-97.773504,Kathy Caraway Elementary School,"11104 Oak View Drive, Austin, TX  78759",8.0,78758
431,30.521855,-97.668681,Vic Robertson Elementary School,"1415 Bayland Street, Round Rock, TX  78664",4.0,78756
432,30.530927000000002,-97.82147900000001,Block House Creek Elementary School,"401 Creek Run Drive, Leander, TX  78641",7.0,78660
433,30.334062,-97.724205,Reilly Elementary School,"405 Denson Drive, Austin, TX  78752",7.0,78704
435,30.148194,-97.863955,Baranoff Elementary School,"12009 Buckingham Gate Road, Austin, TX  78748",9.0,78660
439,30.298541999999998,-97.772515,Casis Elementary School,"2710 Exposition Boulevard, Austin, TX  78703",10.0,78660
441,30.247249,-97.925084,Mills Elementary School,"6201 Davis Lane, Austin, TX  78749",9.0,78620
442,30.384853999999997,-97.79831899999999,Laurel Mountain Elementary School,"10111 D-K Ranch Road, Austin, TX  78759",10.0,78664
443,30.335728000000003,-97.75048199999999,Gullett Elementary School,"6310 Treadwell Boulevard, Austin, TX  78757",10.0,78653
444,30.345190000000002,-97.73212,Brentwood Elementary School,"6700 Arroyo Seco, Austin, TX  78757",7.0,78738
446,30.10387,-97.728848,Creedmoor Elementary School,"5604 Farm to Market Road 1327, Austin, TX  78747",3.0,78734
447,30.129693,-97.567764,Del Valle Opportunity Center,"5301 Ross Rd, Del Valle, TX 78617",4.0,78640
448,30.427965000000004,-97.768353,Kathy Caraway Elementary School,"11104 Oak View Drive, Austin, TX  78759",8.0,78704
451,30.316186,-97.897161,Barton Creek Elementary School,"1370 Patterson Road, Austin, TX  78733",10.0,78734
452,30.263765999999997,-97.70360500000001,Oak Springs Elementary School,"3601 Webberville Road, Austin, TX  78702",3.0,78759
454,30.124859000000004,-97.597818,Popham Elementary School,"7014 Elroy Road, Austin, TX  78617",3.0,78734
455,30.293401,-97.808594,Eanes Elementary School,"4101 Bee Cave Road, West Lake Hills, TX  78746",10.0,78738
456,30.440803000000002,-97.749749,Jollyville Elementary School,"6720 Corpus Christi Drive, Austin, TX  78729",6.0,78734
457,30.240945,-97.925398,Clayton Elementary School,"7525 La Crosse Avenue, Austin, TX  78739",10.0,78738
458,30.19694,-97.795375,Odom Elementary School,"1010 Turtle Creek Boulevard, Austin, TX  78745",6.0,78750
462,30.357440999999998,-97.855395,Steiner Ranch Elementary School,"4001 North Quinlan Park Road, Austin, TX  78732",9.0,78660
